"Route","Departing_Port","Arriving_Port","Airline","Month","Sectors_Scheduled","Sectors_Flown","Cancellations","Departures_On_Time","Arrivals_On_Time","Departures_Delayed","Arrivals_Delayed","Year","Month_Num","Departing_Latitude","Departing_Longitude","Arriving_Latitude","Arriving_Longitude"
"Sydney-Cairns","Sydney","Cairns","Jetstar","May-21",85,81,4,65,70,16,11,2021,5,-33.9399,151.1753,-16.8858,145.7553
"Sydney-Gold Coast","Sydney","Gold Coast","Jetstar","May-21",261,234,27,201,200,33,34,2021,5,-33.9399,151.1753,-28.1644,153.5051
"Sydney-Melbourne","Sydney","Melbourne","Jetstar","May-21",331,257,74,227,233,30,24,2021,5,-33.9399,151.1753,-37.669,144.841
"Sydney-Perth","Sydney","Perth","Jetstar","May-21",49,49,0,30,38,19,11,2021,5,-33.9399,151.1753,-31.9403,115.9676
"Adelaide-Brisbane","Adelaide","Brisbane","Qantas","May-21",98,98,0,93,91,5,7,2021,5,-34.945,138.5306,-27.3842,153.1175
"Adelaide-Canberra","Adelaide","Canberra","Qantas","May-21",39,39,0,27,25,12,14,2021,5,-34.945,138.5306,-35.3069,149.195
"Adelaide-Melbourne","Adelaide","Melbourne","Qantas","May-21",220,200,20,184,186,16,14,2021,5,-34.945,138.5306,-37.669,144.841
"Adelaide-Perth","Adelaide","Perth","Qantas","May-21",88,88,0,77,76,11,12,2021,5,-34.945,138.5306,-31.9403,115.9676
"Adelaide-Sydney","Adelaide","Sydney","Qantas","May-21",191,188,3,175,163,13,25,2021,5,-34.945,138.5306,-33.9399,151.1753
"Brisbane-Adelaide","Brisbane","Adelaide","Qantas","May-21",98,98,0,87,85,11,13,2021,5,-27.3842,153.1175,-34.945,138.5306
"Brisbane-Cairns","Brisbane","Cairns","Qantas","May-21",130,130,0,117,112,13,18,2021,5,-27.3842,153.1175,-16.8858,145.7553
"Brisbane-Canberra","Brisbane","Canberra","Qantas","May-21",48,48,0,46,46,2,2,2021,5,-27.3842,153.1175,-35.3069,149.195
"Brisbane-Darwin","Brisbane","Darwin","Qantas","May-21",41,40,1,37,30,3,10,2021,5,-27.3842,153.1175,-12.4147,130.8767
"Brisbane-Melbourne","Brisbane","Melbourne","Qantas","May-21",296,269,27,223,240,46,29,2021,5,-27.3842,153.1175,-37.669,144.841
"Brisbane-Perth","Brisbane","Perth","Qantas","May-21",86,85,1,75,70,10,15,2021,5,-27.3842,153.1175,-31.9403,115.9676
"Brisbane-Sydney","Brisbane","Sydney","Qantas","May-21",452,435,17,402,407,33,28,2021,5,-27.3842,153.1175,-33.9399,151.1753
"Cairns-Brisbane","Cairns","Brisbane","Qantas","May-21",131,131,0,124,113,7,18,2021,5,-16.8858,145.7553,-27.3842,153.1175
"Cairns-Melbourne","Cairns","Melbourne","Qantas","May-21",31,31,0,27,23,4,8,2021,5,-16.8858,145.7553,-37.669,144.841
"Cairns-Sydney","Cairns","Sydney","Qantas","May-21",50,50,0,42,37,8,13,2021,5,-16.8858,145.7553,-33.9399,151.1753
"Canberra-Adelaide","Canberra","Adelaide","Qantas","May-21",40,40,0,25,30,15,10,2021,5,-35.3069,149.195,-34.945,138.5306
"Canberra-Brisbane","Canberra","Brisbane","Qantas","May-21",48,48,0,46,45,2,3,2021,5,-35.3069,149.195,-27.3842,153.1175
"Canberra-Melbourne","Canberra","Melbourne","Qantas","May-21",35,35,0,33,32,2,3,2021,5,-35.3069,149.195,-37.669,144.841
"Canberra-Sydney","Canberra","Sydney","Qantas","May-21",17,17,0,17,17,0,0,2021,5,-35.3069,149.195,-33.9399,151.1753
"Darwin-Brisbane","Darwin","Brisbane","Qantas","May-21",39,38,1,18,22,20,16,2021,5,-12.4147,130.8767,-27.3842,153.1175
"Darwin-Perth","Darwin","Perth","Qantas","May-21",31,31,0,24,21,7,10,2021,5,-12.4147,130.8767,-31.9403,115.9676
"Gold Coast-Melbourne","Gold Coast","Melbourne","Qantas","May-21",58,58,0,52,53,6,5,2021,5,-28.1644,153.5051,-37.669,144.841
"Gold Coast-Sydney","Gold Coast","Sydney","Qantas","May-21",88,86,2,74,74,12,12,2021,5,-28.1644,153.5051,-33.9399,151.1753
"Melbourne-Adelaide","Melbourne","Adelaide","Qantas","May-21",221,200,21,187,186,13,14,2021,5,-37.669,144.841,-34.945,138.5306
"Melbourne-Brisbane","Melbourne","Brisbane","Qantas","May-21",296,274,22,240,238,34,36,2021,5,-37.669,144.841,-27.3842,153.1175
"Melbourne-Cairns","Melbourne","Cairns","Qantas","May-21",31,31,0,23,24,8,7,2021,5,-37.669,144.841,-16.8858,145.7553
"Melbourne-Canberra","Melbourne","Canberra","Qantas","May-21",35,35,0,32,33,3,2,2021,5,-37.669,144.841,-35.3069,149.195
"Melbourne-Gold Coast","Melbourne","Gold Coast","Qantas","May-21",58,57,1,47,47,10,10,2021,5,-37.669,144.841,-28.1644,153.5051
"Melbourne-Perth","Melbourne","Perth","Qantas","May-21",140,133,7,108,95,25,38,2021,5,-37.669,144.841,-31.9403,115.9676
"Melbourne-Sydney","Melbourne","Sydney","Qantas","May-21",805,679,126,628,619,51,60,2021,5,-37.669,144.841,-33.9399,151.1753
"Perth-Adelaide","Perth","Adelaide","Qantas","May-21",89,89,0,79,75,10,14,2021,5,-31.9403,115.9676,-34.945,138.5306
"Perth-Brisbane","Perth","Brisbane","Qantas","May-21",86,85,1,70,34,15,51,2021,5,-31.9403,115.9676,-27.3842,153.1175
"Perth-Darwin","Perth","Darwin","Qantas","May-21",31,31,0,28,26,3,5,2021,5,-31.9403,115.9676,-12.4147,130.8767
"Perth-Melbourne","Perth","Melbourne","Qantas","May-21",140,133,7,110,93,23,40,2021,5,-31.9403,115.9676,-37.669,144.841
"Perth-Sydney","Perth","Sydney","Qantas","May-21",172,170,2,150,134,20,36,2021,5,-31.9403,115.9676,-33.9399,151.1753
"Sydney-Adelaide","Sydney","Adelaide","Qantas","May-21",190,190,0,167,168,23,22,2021,5,-33.9399,151.1753,-34.945,138.5306
"Sydney-Brisbane","Sydney","Brisbane","Qantas","May-21",454,436,18,377,378,59,58,2021,5,-33.9399,151.1753,-27.3842,153.1175
"Sydney-Cairns","Sydney","Cairns","Qantas","May-21",50,50,0,33,36,17,14,2021,5,-33.9399,151.1753,-16.8858,145.7553
"Sydney-Canberra","Sydney","Canberra","Qantas","May-21",17,17,0,17,17,0,0,2021,5,-33.9399,151.1753,-35.3069,149.195
"Sydney-Gold Coast","Sydney","Gold Coast","Qantas","May-21",88,87,1,76,81,11,6,2021,5,-33.9399,151.1753,-28.1644,153.5051
"Sydney-Melbourne","Sydney","Melbourne","Qantas","May-21",806,680,126,608,627,72,53,2021,5,-33.9399,151.1753,-37.669,144.841
"Sydney-Perth","Sydney","Perth","Qantas","May-21",175,173,2,140,129,33,44,2021,5,-33.9399,151.1753,-31.9403,115.9676
"Brisbane-Cairns","Brisbane","Cairns","QantasLink","May-21",12,12,0,10,7,2,5,2021,5,-27.3842,153.1175,-16.8858,145.7553
"Brisbane-Canberra","Brisbane","Canberra","QantasLink","May-21",133,131,2,104,104,27,27,2021,5,-27.3842,153.1175,-35.3069,149.195
"Cairns-Brisbane","Cairns","Brisbane","QantasLink","May-21",12,12,0,7,5,5,7,2021,5,-16.8858,145.7553,-27.3842,153.1175
"Canberra-Brisbane","Canberra","Brisbane","QantasLink","May-21",132,129,3,102,96,27,33,2021,5,-35.3069,149.195,-27.3842,153.1175
"Canberra-Melbourne","Canberra","Melbourne","QantasLink","May-21",205,185,20,135,129,50,56,2021,5,-35.3069,149.195,-37.669,144.841
"Canberra-Sydney","Canberra","Sydney","QantasLink","May-21",285,252,33,210,207,42,45,2021,5,-35.3069,149.195,-33.9399,151.1753
"Gold Coast-Melbourne","Gold Coast","Melbourne","QantasLink","May-21",4,4,0,2,2,2,2,2021,5,-28.1644,153.5051,-37.669,144.841
"Melbourne-Canberra","Melbourne","Canberra","QantasLink","May-21",206,191,15,133,128,58,63,2021,5,-37.669,144.841,-35.3069,149.195
"Melbourne-Gold Coast","Melbourne","Gold Coast","QantasLink","May-21",4,4,0,2,2,2,2,2021,5,-37.669,144.841,-28.1644,153.5051
"Sydney-Canberra","Sydney","Canberra","QantasLink","May-21",286,258,28,198,200,60,58,2021,5,-33.9399,151.1753,-35.3069,149.195
"Adelaide-Melbourne","Adelaide","Melbourne","Regional Express","May-21",70,66,4,56,55,10,11,2021,5,-34.945,138.5306,-37.669,144.841
"Canberra-Sydney","Canberra","Sydney","Regional Express","May-21",195,189,6,149,139,40,50,2021,5,-35.3069,149.195,-33.9399,151.1753
"Gold Coast-Melbourne","Gold Coast","Melbourne","Regional Express","May-21",61,58,3,42,35,16,23,2021,5,-28.1644,153.5051,-37.669,144.841
"Gold Coast-Sydney","Gold Coast","Sydney","Regional Express","May-21",63,63,0,57,56,6,7,2021,5,-28.1644,153.5051,-33.9399,151.1753
"Melbourne-Adelaide","Melbourne","Adelaide","Regional Express","May-21",69,64,5,52,52,12,12,2021,5,-37.669,144.841,-34.945,138.5306
"Melbourne-Gold Coast","Melbourne","Gold Coast","Regional Express","May-21",62,59,3,41,44,18,15,2021,5,-37.669,144.841,-28.1644,153.5051
"Melbourne-Sydney","Melbourne","Sydney","Regional Express","May-21",162,148,14,126,128,22,20,2021,5,-37.669,144.841,-33.9399,151.1753
"Sydney-Canberra","Sydney","Canberra","Regional Express","May-21",196,190,6,150,133,40,57,2021,5,-33.9399,151.1753,-35.3069,149.195
"Sydney-Gold Coast","Sydney","Gold Coast","Regional Express","May-21",62,62,0,54,51,8,11,2021,5,-33.9399,151.1753,-28.1644,153.5051
"Sydney-Melbourne","Sydney","Melbourne","Regional Express","May-21",151,139,12,124,121,15,18,2021,5,-33.9399,151.1753,-37.669,144.841
"Adelaide-Brisbane","Adelaide","Brisbane","Virgin Australia","May-21",110,107,3,87,93,20,14,2021,5,-34.945,138.5306,-27.3842,153.1175
"Adelaide-Canberra","Adelaide","Canberra","Virgin Australia","May-21",26,26,0,23,24,3,2,2021,5,-34.945,138.5306,-35.3069,149.195
"Adelaide-Gold Coast","Adelaide","Gold Coast","Virgin Australia","May-21",31,31,0,28,29,3,2,2021,5,-34.945,138.5306,-28.1644,153.5051
"Adelaide-Melbourne","Adelaide","Melbourne","Virgin Australia","May-21",206,179,27,145,152,34,27,2021,5,-34.945,138.5306,-37.669,144.841
"Adelaide-Perth","Adelaide","Perth","Virgin Australia","May-21",38,38,0,35,36,3,2,2021,5,-34.945,138.5306,-31.9403,115.9676
"Adelaide-Sydney","Adelaide","Sydney","Virgin Australia","May-21",127,125,2,109,102,16,23,2021,5,-34.945,138.5306,-33.9399,151.1753
"Brisbane-Adelaide","Brisbane","Adelaide","Virgin Australia","May-21",110,106,4,80,94,26,12,2021,5,-27.3842,153.1175,-34.945,138.5306
"Brisbane-Cairns","Brisbane","Cairns","Virgin Australia","May-21",131,131,0,97,102,34,29,2021,5,-27.3842,153.1175,-16.8858,145.7553
"Brisbane-Canberra","Brisbane","Canberra","Virgin Australia","May-21",78,78,0,59,63,19,15,2021,5,-27.3842,153.1175,-35.3069,149.195
"Brisbane-Darwin","Brisbane","Darwin","Virgin Australia","May-21",39,39,0,30,34,9,5,2021,5,-27.3842,153.1175,-12.4147,130.8767
"Brisbane-Melbourne","Brisbane","Melbourne","Virgin Australia","May-21",271,238,33,174,189,64,49,2021,5,-27.3842,153.1175,-37.669,144.841
"Brisbane-Perth","Brisbane","Perth","Virgin Australia","May-21",68,67,1,42,55,25,12,2021,5,-27.3842,153.1175,-31.9403,115.9676
"Brisbane-Sydney","Brisbane","Sydney","Virgin Australia","May-21",346,328,18,273,280,55,48,2021,5,-27.3842,153.1175,-33.9399,151.1753
"Cairns-Brisbane","Cairns","Brisbane","Virgin Australia","May-21",131,131,0,108,116,23,15,2021,5,-16.8858,145.7553,-27.3842,153.1175
"Cairns-Melbourne","Cairns","Melbourne","Virgin Australia","May-21",36,35,1,29,26,6,9,2021,5,-16.8858,145.7553,-37.669,144.841
"Cairns-Sydney","Cairns","Sydney","Virgin Australia","May-21",48,44,4,40,42,4,2,2021,5,-16.8858,145.7553,-33.9399,151.1753
"Canberra-Adelaide","Canberra","Adelaide","Virgin Australia","May-21",26,26,0,19,20,7,6,2021,5,-35.3069,149.195,-34.945,138.5306
"Canberra-Brisbane","Canberra","Brisbane","Virgin Australia","May-21",78,78,0,61,64,17,14,2021,5,-35.3069,149.195,-27.3842,153.1175
"Canberra-Melbourne","Canberra","Melbourne","Virgin Australia","May-21",82,77,5,67,66,10,11,2021,5,-35.3069,149.195,-37.669,144.841
"Darwin-Brisbane","Darwin","Brisbane","Virgin Australia","May-21",40,40,0,28,35,12,5,2021,5,-12.4147,130.8767,-27.3842,153.1175
"Darwin-Perth","Darwin","Perth","Virgin Australia","May-21",11,11,0,9,10,2,1,2021,5,-12.4147,130.8767,-31.9403,115.9676
"Gold Coast-Adelaide","Gold Coast","Adelaide","Virgin Australia","May-21",31,31,0,26,26,5,5,2021,5,-28.1644,153.5051,-34.945,138.5306
"Gold Coast-Melbourne","Gold Coast","Melbourne","Virgin Australia","May-21",216,200,16,154,175,46,25,2021,5,-28.1644,153.5051,-37.669,144.841
"Gold Coast-Sydney","Gold Coast","Sydney","Virgin Australia","May-21",239,236,3,203,213,33,23,2021,5,-28.1644,153.5051,-33.9399,151.1753
"Melbourne-Adelaide","Melbourne","Adelaide","Virgin Australia","May-21",206,179,27,146,150,33,29,2021,5,-37.669,144.841,-34.945,138.5306
"Melbourne-Brisbane","Melbourne","Brisbane","Virgin Australia","May-21",268,238,30,195,193,43,45,2021,5,-37.669,144.841,-27.3842,153.1175
"Melbourne-Cairns","Melbourne","Cairns","Virgin Australia","May-21",36,35,1,30,31,5,4,2021,5,-37.669,144.841,-16.8858,145.7553
"Melbourne-Canberra","Melbourne","Canberra","Virgin Australia","May-21",82,76,6,62,63,14,13,2021,5,-37.669,144.841,-35.3069,149.195
"Melbourne-Gold Coast","Melbourne","Gold Coast","Virgin Australia","May-21",217,200,17,161,166,39,34,2021,5,-37.669,144.841,-28.1644,153.5051
"Melbourne-Perth","Melbourne","Perth","Virgin Australia","May-21",119,98,21,74,79,24,19,2021,5,-37.669,144.841,-31.9403,115.9676
"Melbourne-Sydney","Melbourne","Sydney","Virgin Australia","May-21",574,505,69,413,409,92,96,2021,5,-37.669,144.841,-33.9399,151.1753
"Perth-Adelaide","Perth","Adelaide","Virgin Australia","May-21",38,37,1,36,35,1,2,2021,5,-31.9403,115.9676,-34.945,138.5306
"Perth-Brisbane","Perth","Brisbane","Virgin Australia","May-21",67,66,1,58,59,8,7,2021,5,-31.9403,115.9676,-27.3842,153.1175
"Perth-Darwin","Perth","Darwin","Virgin Australia","May-21",11,11,0,11,10,0,1,2021,5,-31.9403,115.9676,-12.4147,130.8767
"Perth-Melbourne","Perth","Melbourne","Virgin Australia","May-21",118,99,19,76,80,23,19,2021,5,-31.9403,115.9676,-37.669,144.841
"Perth-Sydney","Perth","Sydney","Virgin Australia","May-21",78,76,2,64,71,12,5,2021,5,-31.9403,115.9676,-33.9399,151.1753
"Sydney-Adelaide","Sydney","Adelaide","Virgin Australia","May-21",127,125,2,110,114,15,11,2021,5,-33.9399,151.1753,-34.945,138.5306
"Sydney-Brisbane","Sydney","Brisbane","Virgin Australia","May-21",347,328,19,289,291,39,37,2021,5,-33.9399,151.1753,-27.3842,153.1175
"Sydney-Cairns","Sydney","Cairns","Virgin Australia","May-21",48,45,3,42,44,3,1,2021,5,-33.9399,151.1753,-16.8858,145.7553
"Sydney-Gold Coast","Sydney","Gold Coast","Virgin Australia","May-21",238,235,3,202,207,33,28,2021,5,-33.9399,151.1753,-28.1644,153.5051
"Sydney-Melbourne","Sydney","Melbourne","Virgin Australia","May-21",574,509,65,390,422,119,87,2021,5,-33.9399,151.1753,-37.669,144.841
"Sydney-Perth","Sydney","Perth","Virgin Australia","May-21",78,76,2,59,64,17,12,2021,5,-33.9399,151.1753,-31.9403,115.9676
"Adelaide-Perth","Adelaide","Perth","Virgin Australia Regional Airlines","May-21",4,4,0,4,4,0,0,2021,5,-34.945,138.5306,-31.9403,115.9676
"Darwin-Perth","Darwin","Perth","Virgin Australia Regional Airlines","May-21",6,6,0,2,3,4,3,2021,5,-12.4147,130.8767,-31.9403,115.9676
"Perth-Adelaide","Perth","Adelaide","Virgin Australia Regional Airlines","May-21",4,4,0,4,4,0,0,2021,5,-31.9403,115.9676,-34.945,138.5306
"Perth-Darwin","Perth","Darwin","Virgin Australia Regional Airlines","May-21",6,6,0,4,3,2,3,2021,5,-31.9403,115.9676,-12.4147,130.8767
"Adelaide-Brisbane","Adelaide","Brisbane","Jetstar","Jun-21",27,25,2,19,18,6,7,2021,6,-34.945,138.5306,-27.3842,153.1175
"Adelaide-Gold Coast","Adelaide","Gold Coast","Jetstar","Jun-21",26,26,0,22,23,4,3,2021,6,-34.945,138.5306,-28.1644,153.5051
"Adelaide-Melbourne","Adelaide","Melbourne","Jetstar","Jun-21",103,27,76,27,27,0,0,2021,6,-34.945,138.5306,-37.669,144.841
"Adelaide-Perth","Adelaide","Perth","Jetstar","Jun-21",27,25,2,24,21,1,4,2021,6,-34.945,138.5306,-31.9403,115.9676
"Adelaide-Sydney","Adelaide","Sydney","Jetstar","Jun-21",105,74,31,68,69,6,5,2021,6,-34.945,138.5306,-33.9399,151.1753
"Brisbane-Adelaide","Brisbane","Adelaide","Jetstar","Jun-21",27,25,2,16,19,9,6,2021,6,-27.3842,153.1175,-34.945,138.5306
"Brisbane-Cairns","Brisbane","Cairns","Jetstar","Jun-21",85,85,0,65,58,20,27,2021,6,-27.3842,153.1175,-16.8858,145.7553
"Brisbane-Darwin","Brisbane","Darwin","Jetstar","Jun-21",19,18,1,17,9,1,9,2021,6,-27.3842,153.1175,-12.4147,130.8767
"Brisbane-Melbourne","Brisbane","Melbourne","Jetstar","Jun-21",183,56,127,45,50,11,6,2021,6,-27.3842,153.1175,-37.669,144.841
"Brisbane-Sydney","Brisbane","Sydney","Jetstar","Jun-21",176,126,50,102,111,24,15,2021,6,-27.3842,153.1175,-33.9399,151.1753
"Cairns-Brisbane","Cairns","Brisbane","Jetstar","Jun-21",85,85,0,61,69,24,16,2021,6,-16.8858,145.7553,-27.3842,153.1175
"Cairns-Melbourne","Cairns","Melbourne","Jetstar","Jun-21",122,52,70,43,46,9,6,2021,6,-16.8858,145.7553,-37.669,144.841
"Cairns-Sydney","Cairns","Sydney","Jetstar","Jun-21",87,70,17,48,59,22,11,2021,6,-16.8858,145.7553,-33.9399,151.1753
"Darwin-Brisbane","Darwin","Brisbane","Jetstar","Jun-21",18,18,0,5,7,13,11,2021,6,-12.4147,130.8767,-27.3842,153.1175
"Darwin-Melbourne","Darwin","Melbourne","Jetstar","Jun-21",24,15,9,8,9,7,6,2021,6,-12.4147,130.8767,-37.669,144.841
"Gold Coast-Adelaide","Gold Coast","Adelaide","Jetstar","Jun-21",26,26,0,21,22,5,4,2021,6,-28.1644,153.5051,-34.945,138.5306
"Gold Coast-Melbourne","Gold Coast","Melbourne","Jetstar","Jun-21",181,68,113,60,60,8,8,2021,6,-28.1644,153.5051,-37.669,144.841
"Gold Coast-Sydney","Gold Coast","Sydney","Jetstar","Jun-21",237,172,65,155,152,17,20,2021,6,-28.1644,153.5051,-33.9399,151.1753
"Melbourne-Adelaide","Melbourne","Adelaide","Jetstar","Jun-21",103,28,75,26,28,2,0,2021,6,-37.669,144.841,-34.945,138.5306
"Melbourne-Brisbane","Melbourne","Brisbane","Jetstar","Jun-21",183,56,127,43,44,13,12,2021,6,-37.669,144.841,-27.3842,153.1175
"Melbourne-Cairns","Melbourne","Cairns","Jetstar","Jun-21",122,52,70,38,40,14,12,2021,6,-37.669,144.841,-16.8858,145.7553
"Melbourne-Darwin","Melbourne","Darwin","Jetstar","Jun-21",24,16,8,14,11,2,5,2021,6,-37.669,144.841,-12.4147,130.8767
"Melbourne-Gold Coast","Melbourne","Gold Coast","Jetstar","Jun-21",181,68,113,56,57,12,11,2021,6,-37.669,144.841,-28.1644,153.5051
"Melbourne-Perth","Melbourne","Perth","Jetstar","Jun-21",73,0,73,0,0,0,0,2021,6,-37.669,144.841,-31.9403,115.9676
"Melbourne-Sydney","Melbourne","Sydney","Jetstar","Jun-21",300,61,239,50,54,11,7,2021,6,-37.669,144.841,-33.9399,151.1753
"Perth-Adelaide","Perth","Adelaide","Jetstar","Jun-21",26,24,2,18,20,6,4,2021,6,-31.9403,115.9676,-34.945,138.5306
"Perth-Melbourne","Perth","Melbourne","Jetstar","Jun-21",74,0,74,0,0,0,0,2021,6,-31.9403,115.9676,-37.669,144.841
"Perth-Sydney","Perth","Sydney","Jetstar","Jun-21",50,32,18,18,23,14,9,2021,6,-31.9403,115.9676,-33.9399,151.1753
"Sydney-Adelaide","Sydney","Adelaide","Jetstar","Jun-21",105,74,31,65,66,9,8,2021,6,-33.9399,151.1753,-34.945,138.5306
"Sydney-Brisbane","Sydney","Brisbane","Jetstar","Jun-21",177,127,50,107,109,20,18,2021,6,-33.9399,151.1753,-27.3842,153.1175
"Sydney-Cairns","Sydney","Cairns","Jetstar","Jun-21",87,71,16,62,59,9,12,2021,6,-33.9399,151.1753,-16.8858,145.7553
"Sydney-Gold Coast","Sydney","Gold Coast","Jetstar","Jun-21",237,172,65,156,156,16,16,2021,6,-33.9399,151.1753,-28.1644,153.5051
"Sydney-Melbourne","Sydney","Melbourne","Jetstar","Jun-21",300,62,238,49,56,13,6,2021,6,-33.9399,151.1753,-37.669,144.841
"Sydney-Perth","Sydney","Perth","Jetstar","Jun-21",48,32,16,27,29,5,3,2021,6,-33.9399,151.1753,-31.9403,115.9676
"Adelaide-Brisbane","Adelaide","Brisbane","Qantas","Jun-21",95,95,0,80,84,15,11,2021,6,-34.945,138.5306,-27.3842,153.1175
"Adelaide-Canberra","Adelaide","Canberra","Qantas","Jun-21",38,37,1,34,34,3,3,2021,6,-34.945,138.5306,-35.3069,149.195
"Adelaide-Melbourne","Adelaide","Melbourne","Qantas","Jun-21",191,66,125,60,62,6,4,2021,6,-34.945,138.5306,-37.669,144.841
"Adelaide-Perth","Adelaide","Perth","Qantas","Jun-21",86,86,0,75,82,11,4,2021,6,-34.945,138.5306,-31.9403,115.9676
"Adelaide-Sydney","Adelaide","Sydney","Qantas","Jun-21",201,168,33,150,136,18,32,2021,6,-34.945,138.5306,-33.9399,151.1753
"Brisbane-Adelaide","Brisbane","Adelaide","Qantas","Jun-21",95,95,0,82,78,13,17,2021,6,-27.3842,153.1175,-34.945,138.5306
"Brisbane-Cairns","Brisbane","Cairns","Qantas","Jun-21",140,140,0,125,97,15,43,2021,6,-27.3842,153.1175,-16.8858,145.7553
"Brisbane-Canberra","Brisbane","Canberra","Qantas","Jun-21",62,62,0,57,60,5,2,2021,6,-27.3842,153.1175,-35.3069,149.195
"Brisbane-Darwin","Brisbane","Darwin","Qantas","Jun-21",43,43,0,38,20,5,23,2021,6,-27.3842,153.1175,-12.4147,130.8767
"Brisbane-Melbourne","Brisbane","Melbourne","Qantas","Jun-21",287,123,164,113,122,10,1,2021,6,-27.3842,153.1175,-37.669,144.841
"Brisbane-Perth","Brisbane","Perth","Qantas","Jun-21",123,121,2,111,109,10,12,2021,6,-27.3842,153.1175,-31.9403,115.9676
"Brisbane-Sydney","Brisbane","Sydney","Qantas","Jun-21",530,441,89,407,418,34,23,2021,6,-27.3842,153.1175,-33.9399,151.1753
"Cairns-Brisbane","Cairns","Brisbane","Qantas","Jun-21",140,140,0,103,101,37,39,2021,6,-16.8858,145.7553,-27.3842,153.1175
"Cairns-Melbourne","Cairns","Melbourne","Qantas","Jun-21",67,51,16,48,49,3,2,2021,6,-16.8858,145.7553,-37.669,144.841
"Cairns-Sydney","Cairns","Sydney","Qantas","Jun-21",68,63,5,58,54,5,9,2021,6,-16.8858,145.7553,-33.9399,151.1753
"Canberra-Adelaide","Canberra","Adelaide","Qantas","Jun-21",38,37,1,34,34,3,3,2021,6,-35.3069,149.195,-34.945,138.5306
"Canberra-Brisbane","Canberra","Brisbane","Qantas","Jun-21",62,62,0,57,55,5,7,2021,6,-35.3069,149.195,-27.3842,153.1175
"Canberra-Melbourne","Canberra","Melbourne","Qantas","Jun-21",29,4,25,2,3,2,1,2021,6,-35.3069,149.195,-37.669,144.841
"Canberra-Sydney","Canberra","Sydney","Qantas","Jun-21",17,11,6,11,11,0,0,2021,6,-35.3069,149.195,-33.9399,151.1753
"Darwin-Brisbane","Darwin","Brisbane","Qantas","Jun-21",40,40,0,14,15,26,25,2021,6,-12.4147,130.8767,-27.3842,153.1175
"Darwin-Melbourne","Darwin","Melbourne","Qantas","Jun-21",56,42,14,27,31,15,11,2021,6,-12.4147,130.8767,-37.669,144.841
"Darwin-Perth","Darwin","Perth","Qantas","Jun-21",36,35,1,23,13,12,22,2021,6,-12.4147,130.8767,-31.9403,115.9676
"Gold Coast-Melbourne","Gold Coast","Melbourne","Qantas","Jun-21",52,33,19,29,30,4,3,2021,6,-28.1644,153.5051,-37.669,144.841
"Gold Coast-Sydney","Gold Coast","Sydney","Qantas","Jun-21",90,83,7,67,69,16,14,2021,6,-28.1644,153.5051,-33.9399,151.1753
"Melbourne-Adelaide","Melbourne","Adelaide","Qantas","Jun-21",193,66,127,62,62,4,4,2021,6,-37.669,144.841,-34.945,138.5306
"Melbourne-Brisbane","Melbourne","Brisbane","Qantas","Jun-21",285,123,162,119,119,4,4,2021,6,-37.669,144.841,-27.3842,153.1175
"Melbourne-Cairns","Melbourne","Cairns","Qantas","Jun-21",69,51,18,47,44,4,7,2021,6,-37.669,144.841,-16.8858,145.7553
"Melbourne-Canberra","Melbourne","Canberra","Qantas","Jun-21",29,4,25,3,4,1,0,2021,6,-37.669,144.841,-35.3069,149.195
