Route,Departing_Port,Arriving_Port,Airline,Month,Sectors_Scheduled,Sectors_Flown,Cancellations,Departures_On_Time,Arrivals_On_Time,Departures_Delayed,Arrivals_Delayed,Year,Month_Num,Departing_Latitude,Departing_Longitude,Arriving_Latitude,Arriving_Longitude,Reliability
Melbourne-Canberra,Melbourne,Canberra,Virgin Australia,Jan-20,132,126,6,74,73,52,53,2020,1,-37.669,144.841,-35.3069,149.195,57.936507936507944
Melbourne-Darwin,Melbourne,Darwin,Virgin Australia,Jan-20,31,31,0,16,18,15,13,2020,1,-37.669,144.841,-12.4147,130.8767,58.06451612903226
Melbourne-Gold Coast,Melbourne,Gold Coast,Virgin Australia,Jan-20,223,221,2,169,138,52,83,2020,1,-37.669,144.841,-28.1644,153.5051,62.44343891402715
Melbourne-Perth,Melbourne,Perth,Virgin Australia,Jan-20,155,155,0,112,106,43,49,2020,1,-37.669,144.841,-31.9403,115.9676,68.38709677419355
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,Jan-20,694,659,35,519,443,140,216,2020,1,-37.669,144.841,-33.9399,151.1753,67.22306525037936
Perth-Adelaide,Perth,Adelaide,Virgin Australia,Jan-20,43,43,0,40,40,3,3,2020,1,-31.9403,115.9676,-34.945,138.5306,93.02325581395348
Perth-Brisbane,Perth,Brisbane,Virgin Australia,Jan-20,112,112,0,91,91,21,21,2020,1,-31.9403,115.9676,-27.3842,153.1175,81.25
Perth-Darwin,Perth,Darwin,Virgin Australia,Jan-20,20,20,0,17,17,3,3,2020,1,-31.9403,115.9676,-12.4147,130.8767,85.0
Perth-Melbourne,Perth,Melbourne,Virgin Australia,Jan-20,157,157,0,132,129,25,28,2020,1,-31.9403,115.9676,-37.669,144.841,82.16560509554141
Perth-Sydney,Perth,Sydney,Virgin Australia,Jan-20,126,126,0,110,111,16,15,2020,1,-31.9403,115.9676,-33.9399,151.1753,88.09523809523809
Sydney-Adelaide,Sydney,Adelaide,Virgin Australia,Jan-20,162,161,1,123,127,38,34,2020,1,-33.9399,151.1753,-34.945,138.5306,78.88198757763976
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,Jan-20,491,485,6,331,338,154,147,2020,1,-33.9399,151.1753,-27.3842,153.1175,69.69072164948453
Sydney-Cairns,Sydney,Cairns,Virgin Australia,Jan-20,100,100,0,65,77,35,23,2020,1,-33.9399,151.1753,-16.8858,145.7553,77.0
Sydney-Canberra,Sydney,Canberra,Virgin Australia,Jan-20,157,150,7,115,116,35,34,2020,1,-33.9399,151.1753,-35.3069,149.195,77.33333333333333
Sydney-Darwin,Sydney,Darwin,Virgin Australia,Jan-20,25,25,0,20,22,5,3,2020,1,-33.9399,151.1753,-12.4147,130.8767,88.0
Sydney-Gold Coast,Sydney,Gold Coast,Virgin Australia,Jan-20,271,268,3,194,182,74,86,2020,1,-33.9399,151.1753,-28.1644,153.5051,67.91044776119402
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,Jan-20,694,661,33,476,432,185,229,2020,1,-33.9399,151.1753,-37.669,144.841,65.35552193645991
Sydney-Perth,Sydney,Perth,Virgin Australia,Jan-20,126,126,0,84,102,42,24,2020,1,-33.9399,151.1753,-31.9403,115.9676,80.95238095238095
Adelaide-Melbourne,Adelaide,Melbourne,Virgin Australia Regional Airlines,Jan-20,6,5,1,3,3,2,2,2020,1,-34.945,138.5306,-37.669,144.841,60.0
Adelaide-Perth,Adelaide,Perth,Virgin Australia Regional Airlines,Jan-20,31,30,1,18,17,12,13,2020,1,-34.945,138.5306,-31.9403,115.9676,56.666666666666664
Darwin-Perth,Darwin,Perth,Virgin Australia Regional Airlines,Jan-20,11,11,0,9,11,2,0,2020,1,-12.4147,130.8767,-31.9403,115.9676,100.0
Melbourne-Adelaide,Melbourne,Adelaide,Virgin Australia Regional Airlines,Jan-20,6,5,1,3,2,2,3,2020,1,-37.669,144.841,-34.945,138.5306,40.0
Perth-Adelaide,Perth,Adelaide,Virgin Australia Regional Airlines,Jan-20,30,30,0,28,18,2,12,2020,1,-31.9403,115.9676,-34.945,138.5306,60.0
Perth-Darwin,Perth,Darwin,Virgin Australia Regional Airlines,Jan-20,11,11,0,11,11,0,0,2020,1,-31.9403,115.9676,-12.4147,130.8767,100.0
Adelaide-Brisbane,Adelaide,Brisbane,All Airlines,Jan-20,278,272,6,231,235,41,37,2020,1,-34.945,138.5306,-27.3842,153.1175,86.39705882352942
Adelaide-Canberra,Adelaide,Canberra,All Airlines,Jan-20,62,60,2,53,54,7,6,2020,1,-34.945,138.5306,-35.3069,149.195,90.0
Adelaide-Gold Coast,Adelaide,Gold Coast,All Airlines,Jan-20,65,64,1,48,45,16,19,2020,1,-34.945,138.5306,-28.1644,153.5051,70.3125
Adelaide-Melbourne,Adelaide,Melbourne,All Airlines,Jan-20,711,673,38,471,465,202,208,2020,1,-34.945,138.5306,-37.669,144.841,69.09361069836552
Adelaide-Perth,Adelaide,Perth,All Airlines,Jan-20,201,199,2,152,156,47,43,2020,1,-34.945,138.5306,-31.9403,115.9676,78.39195979899498
Adelaide-Sydney,Adelaide,Sydney,All Airlines,Jan-20,540,529,11,422,414,107,115,2020,1,-34.945,138.5306,-33.9399,151.1753,78.26086956521739
Brisbane-Adelaide,Brisbane,Adelaide,All Airlines,Jan-20,278,272,6,205,234,67,38,2020,1,-27.3842,153.1175,-34.945,138.5306,86.02941176470588
Brisbane-Cairns,Brisbane,Cairns,All Airlines,Jan-20,433,431,2,340,369,91,62,2020,1,-27.3842,153.1175,-16.8858,145.7553,85.61484918793504
Brisbane-Canberra,Brisbane,Canberra,All Airlines,Jan-20,275,263,12,208,213,55,50,2020,1,-27.3842,153.1175,-35.3069,149.195,80.98859315589354
Brisbane-Darwin,Brisbane,Darwin,All Airlines,Jan-20,106,106,0,81,83,25,23,2020,1,-27.3842,153.1175,-12.4147,130.8767,78.30188679245283
Brisbane-Melbourne,Brisbane,Melbourne,All Airlines,Jan-20,1060,1018,42,707,684,311,334,2020,1,-27.3842,153.1175,-37.669,144.841,67.19056974459725
Brisbane-Perth,Brisbane,Perth,All Airlines,Jan-20,257,256,1,160,189,96,67,2020,1,-27.3842,153.1175,-31.9403,115.9676,73.828125
Brisbane-Sydney,Brisbane,Sydney,All Airlines,Jan-20,1290,1260,30,952,908,308,352,2020,1,-27.3842,153.1175,-33.9399,151.1753,72.06349206349206
Cairns-Brisbane,Cairns,Brisbane,All Airlines,Jan-20,433,430,3,358,356,72,74,2020,1,-16.8858,145.7553,-27.3842,153.1175,82.7906976744186
Cairns-Melbourne,Cairns,Melbourne,All Airlines,Jan-20,182,182,0,124,121,58,61,2020,1,-16.8858,145.7553,-37.669,144.841,66.48351648351648
Cairns-Sydney,Cairns,Sydney,All Airlines,Jan-20,293,292,1,230,223,62,69,2020,1,-16.8858,145.7553,-33.9399,151.1753,76.36986301369863
Canberra-Adelaide,Canberra,Adelaide,All Airlines,Jan-20,62,59,3,49,49,10,10,2020,1,-35.3069,149.195,-34.945,138.5306,83.05084745762711
Canberra-Brisbane,Canberra,Brisbane,All Airlines,Jan-20,276,262,14,215,213,47,49,2020,1,-35.3069,149.195,-27.3842,153.1175,81.29770992366412
Canberra-Melbourne,Canberra,Melbourne,All Airlines,Jan-20,372,348,24,249,237,99,111,2020,1,-35.3069,149.195,-37.669,144.841,68.10344827586206
Canberra-Sydney,Canberra,Sydney,All Airlines,Jan-20,478,446,32,330,314,116,132,2020,1,-35.3069,149.195,-33.9399,151.1753,70.4035874439462
Darwin-Brisbane,Darwin,Brisbane,All Airlines,Jan-20,106,106,0,89,82,17,24,2020,1,-12.4147,130.8767,-27.3842,153.1175,77.35849056603774
Darwin-Melbourne,Darwin,Melbourne,All Airlines,Jan-20,83,83,0,68,61,15,22,2020,1,-12.4147,130.8767,-37.669,144.841,73.49397590361446
Darwin-Perth,Darwin,Perth,All Airlines,Jan-20,62,62,0,56,58,6,4,2020,1,-12.4147,130.8767,-31.9403,115.9676,93.54838709677419
Darwin-Sydney,Darwin,Sydney,All Airlines,Jan-20,83,81,2,68,58,13,23,2020,1,-12.4147,130.8767,-33.9399,151.1753,71.60493827160494
Gold Coast-Adelaide,Gold Coast,Adelaide,All Airlines,Jan-20,65,64,1,34,47,30,17,2020,1,-28.1644,153.5051,-34.945,138.5306,73.4375
Gold Coast-Melbourne,Gold Coast,Melbourne,All Airlines,Jan-20,535,526,9,245,298,281,228,2020,1,-28.1644,153.5051,-37.669,144.841,56.65399239543726
Gold Coast-Sydney,Gold Coast,Sydney,All Airlines,Jan-20,855,839,16,483,544,356,295,2020,1,-28.1644,153.5051,-33.9399,151.1753,64.83909415971395
Melbourne-Adelaide,Melbourne,Adelaide,All Airlines,Jan-20,710,676,34,501,457,175,219,2020,1,-37.669,144.841,-34.945,138.5306,67.60355029585799
Melbourne-Brisbane,Melbourne,Brisbane,All Airlines,Jan-20,1058,1013,45,747,679,266,334,2020,1,-37.669,144.841,-27.3842,153.1175,67.02862783810464
Melbourne-Cairns,Melbourne,Cairns,All Airlines,Jan-20,184,184,0,136,134,48,50,2020,1,-37.669,144.841,-16.8858,145.7553,72.82608695652173
Melbourne-Canberra,Melbourne,Canberra,All Airlines,Jan-20,371,346,25,241,230,105,116,2020,1,-37.669,144.841,-35.3069,149.195,66.47398843930635
Melbourne-Darwin,Melbourne,Darwin,All Airlines,Jan-20,83,83,0,57,63,26,20,2020,1,-37.669,144.841,-12.4147,130.8767,75.90361445783132
Melbourne-Gold Coast,Melbourne,Gold Coast,All Airlines,Jan-20,533,527,6,374,323,153,204,2020,1,-37.669,144.841,-28.1644,153.5051,61.29032258064516
Melbourne-Perth,Melbourne,Perth,All Airlines,Jan-20,481,471,10,325,327,146,144,2020,1,-37.669,144.841,-31.9403,115.9676,69.42675159235668
Melbourne-Sydney,Melbourne,Sydney,All Airlines,Jan-20,2337,2185,152,1638,1402,547,783,2020,1,-37.669,144.841,-33.9399,151.1753,64.16475972540046
Perth-Adelaide,Perth,Adelaide,All Airlines,Jan-20,202,201,1,164,161,37,40,2020,1,-31.9403,115.9676,-34.945,138.5306,80.09950248756219
Perth-Brisbane,Perth,Brisbane,All Airlines,Jan-20,258,257,1,212,210,45,47,2020,1,-31.9403,115.9676,-27.3842,153.1175,81.71206225680933
Perth-Darwin,Perth,Darwin,All Airlines,Jan-20,62,62,0,59,59,3,3,2020,1,-31.9403,115.9676,-12.4147,130.8767,95.16129032258065
Perth-Melbourne,Perth,Melbourne,All Airlines,Jan-20,483,473,10,348,375,125,98,2020,1,-31.9403,115.9676,-37.669,144.841,79.28118393234672
Perth-Sydney,Perth,Sydney,All Airlines,Jan-20,380,377,3,289,295,88,82,2020,1,-31.9403,115.9676,-33.9399,151.1753,78.24933687002653
Sydney-Adelaide,Sydney,Adelaide,All Airlines,Jan-20,541,531,10,395,414,136,117,2020,1,-33.9399,151.1753,-34.945,138.5306,77.96610169491525
Sydney-Brisbane,Sydney,Brisbane,All Airlines,Jan-20,1286,1265,21,892,910,373,355,2020,1,-33.9399,151.1753,-27.3842,153.1175,71.93675889328063
Sydney-Cairns,Sydney,Cairns,All Airlines,Jan-20,293,292,1,215,235,77,57,2020,1,-33.9399,151.1753,-16.8858,145.7553,80.47945205479452
Sydney-Canberra,Sydney,Canberra,All Airlines,Jan-20,480,445,35,319,315,126,130,2020,1,-33.9399,151.1753,-35.3069,149.195,70.78651685393258
Sydney-Darwin,Sydney,Darwin,All Airlines,Jan-20,83,81,2,56,70,25,11,2020,1,-33.9399,151.1753,-12.4147,130.8767,86.41975308641975
Sydney-Gold Coast,Sydney,Gold Coast,All Airlines,Jan-20,851,840,11,596,584,244,256,2020,1,-33.9399,151.1753,-28.1644,153.5051,69.52380952380952
Sydney-Melbourne,Sydney,Melbourne,All Airlines,Jan-20,2338,2191,147,1512,1431,679,760,2020,1,-33.9399,151.1753,-37.669,144.841,65.31264262893656
Sydney-Perth,Sydney,Perth,All Airlines,Jan-20,379,378,1,233,284,145,94,2020,1,-33.9399,151.1753,-31.9403,115.9676,75.13227513227513
Adelaide-Brisbane,Adelaide,Brisbane,Jetstar,Feb-20,21,21,0,16,16,5,5,2020,2,-34.945,138.5306,-27.3842,153.1175,76.19047619047619
Adelaide-Gold Coast,Adelaide,Gold Coast,Jetstar,Feb-20,25,25,0,11,10,14,15,2020,2,-34.945,138.5306,-28.1644,153.5051,40.0
Adelaide-Melbourne,Adelaide,Melbourne,Jetstar,Feb-20,103,92,11,62,68,30,24,2020,2,-34.945,138.5306,-37.669,144.841,73.91304347826086
Adelaide-Perth,Adelaide,Perth,Jetstar,Feb-20,21,21,0,17,21,4,0,2020,2,-34.945,138.5306,-31.9403,115.9676,100.0
Adelaide-Sydney,Adelaide,Sydney,Jetstar,Feb-20,110,105,5,79,75,26,30,2020,2,-34.945,138.5306,-33.9399,151.1753,71.42857142857143
Brisbane-Adelaide,Brisbane,Adelaide,Jetstar,Feb-20,21,21,0,18,18,3,3,2020,2,-27.3842,153.1175,-34.945,138.5306,85.71428571428571
Brisbane-Cairns,Brisbane,Cairns,Jetstar,Feb-20,73,72,1,40,50,32,22,2020,2,-27.3842,153.1175,-16.8858,145.7553,69.44444444444444
Brisbane-Darwin,Brisbane,Darwin,Jetstar,Feb-20,17,17,0,14,16,3,1,2020,2,-27.3842,153.1175,-12.4147,130.8767,94.11764705882352
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,Feb-20,112,108,4,56,71,52,37,2020,2,-27.3842,153.1175,-37.669,144.841,65.74074074074075
Brisbane-Sydney,Brisbane,Sydney,Jetstar,Feb-20,133,114,19,70,71,44,43,2020,2,-27.3842,153.1175,-33.9399,151.1753,62.28070175438597
Cairns-Brisbane,Cairns,Brisbane,Jetstar,Feb-20,74,73,1,53,54,20,19,2020,2,-16.8858,145.7553,-27.3842,153.1175,73.97260273972603
Cairns-Melbourne,Cairns,Melbourne,Jetstar,Feb-20,58,56,2,41,39,15,17,2020,2,-16.8858,145.7553,-37.669,144.841,69.64285714285714
Cairns-Sydney,Cairns,Sydney,Jetstar,Feb-20,72,66,6,58,58,8,8,2020,2,-16.8858,145.7553,-33.9399,151.1753,87.87878787878788
Darwin-Brisbane,Darwin,Brisbane,Jetstar,Feb-20,17,17,0,15,16,2,1,2020,2,-12.4147,130.8767,-27.3842,153.1175,94.11764705882352
Darwin-Melbourne,Darwin,Melbourne,Jetstar,Feb-20,16,16,0,13,15,3,1,2020,2,-12.4147,130.8767,-37.669,144.841,93.75
Darwin-Sydney,Darwin,Sydney,Jetstar,Feb-20,13,13,0,9,6,4,7,2020,2,-12.4147,130.8767,-33.9399,151.1753,46.15384615384615
Gold Coast-Adelaide,Gold Coast,Adelaide,Jetstar,Feb-20,25,25,0,20,19,5,6,2020,2,-28.1644,153.5051,-34.945,138.5306,76.0
Gold Coast-Melbourne,Gold Coast,Melbourne,Jetstar,Feb-20,123,122,1,68,80,54,42,2020,2,-28.1644,153.5051,-37.669,144.841,65.57377049180327
Gold Coast-Sydney,Gold Coast,Sydney,Jetstar,Feb-20,255,241,14,146,159,95,82,2020,2,-28.1644,153.5051,-33.9399,151.1753,65.97510373443983
Melbourne-Adelaide,Melbourne,Adelaide,Jetstar,Feb-20,103,92,11,62,62,30,30,2020,2,-37.669,144.841,-34.945,138.5306,67.3913043478261
Melbourne-Brisbane,Melbourne,Brisbane,Jetstar,Feb-20,112,108,4,72,65,36,43,2020,2,-37.669,144.841,-27.3842,153.1175,60.18518518518518
Melbourne-Cairns,Melbourne,Cairns,Jetstar,Feb-20,58,57,1,47,51,10,6,2020,2,-37.669,144.841,-16.8858,145.7553,89.47368421052632
Melbourne-Darwin,Melbourne,Darwin,Jetstar,Feb-20,16,16,0,15,16,1,0,2020,2,-37.669,144.841,-12.4147,130.8767,100.0
Melbourne-Gold Coast,Melbourne,Gold Coast,Jetstar,Feb-20,123,122,1,82,75,40,47,2020,2,-37.669,144.841,-28.1644,153.5051,61.47540983606557
Melbourne-Perth,Melbourne,Perth,Jetstar,Feb-20,48,43,5,38,41,5,2,2020,2,-37.669,144.841,-31.9403,115.9676,95.34883720930233
Melbourne-Sydney,Melbourne,Sydney,Jetstar,Feb-20,395,356,39,228,208,128,148,2020,2,-37.669,144.841,-33.9399,151.1753,58.42696629213483
Perth-Adelaide,Perth,Adelaide,Jetstar,Feb-20,22,21,1,12,12,9,9,2020,2,-31.9403,115.9676,-34.945,138.5306,57.14285714285714
Perth-Melbourne,Perth,Melbourne,Jetstar,Feb-20,48,43,5,37,40,6,3,2020,2,-31.9403,115.9676,-37.669,144.841,93.02325581395348
Perth-Sydney,Perth,Sydney,Jetstar,Feb-20,25,25,0,16,15,9,10,2020,2,-31.9403,115.9676,-33.9399,151.1753,60.0
Sydney-Adelaide,Sydney,Adelaide,Jetstar,Feb-20,110,106,4,76,81,30,25,2020,2,-33.9399,151.1753,-34.945,138.5306,76.41509433962264
Sydney-Brisbane,Sydney,Brisbane,Jetstar,Feb-20,129,114,15,66,68,48,46,2020,2,-33.9399,151.1753,-27.3842,153.1175,59.64912280701754
Sydney-Cairns,Sydney,Cairns,Jetstar,Feb-20,72,65,7,50,57,15,8,2020,2,-33.9399,151.1753,-16.8858,145.7553,87.6923076923077
Sydney-Darwin,Sydney,Darwin,Jetstar,Feb-20,13,13,0,9,10,4,3,2020,2,-33.9399,151.1753,-12.4147,130.8767,76.92307692307693
Sydney-Gold Coast,Sydney,Gold Coast,Jetstar,Feb-20,252,239,13,156,152,83,87,2020,2,-33.9399,151.1753,-28.1644,153.5051,63.59832635983263
Sydney-Melbourne,Sydney,Melbourne,Jetstar,Feb-20,393,353,40,226,236,127,117,2020,2,-33.9399,151.1753,-37.669,144.841,66.85552407932012
Sydney-Perth,Sydney,Perth,Jetstar,Feb-20,25,25,0,18,21,7,4,2020,2,-33.9399,151.1753,-31.9403,115.9676,84.0
Adelaide-Brisbane,Adelaide,Brisbane,Qantas,Feb-20,103,103,0,92,87,11,16,2020,2,-34.945,138.5306,-27.3842,153.1175,84.46601941747572
Adelaide-Canberra,Adelaide,Canberra,Qantas,Feb-20,41,40,1,39,36,1,4,2020,2,-34.945,138.5306,-35.3069,149.195,90.0
Adelaide-Melbourne,Adelaide,Melbourne,Qantas,Feb-20,280,274,6,228,220,46,54,2020,2,-34.945,138.5306,-37.669,144.841,80.2919708029197
Adelaide-Perth,Adelaide,Perth,Qantas,Feb-20,115,115,0,106,104,9,11,2020,2,-34.945,138.5306,-31.9403,115.9676,90.43478260869566
Adelaide-Sydney,Adelaide,Sydney,Qantas,Feb-20,230,225,5,174,154,51,71,2020,2,-34.945,138.5306,-33.9399,151.1753,68.44444444444444
Brisbane-Adelaide,Brisbane,Adelaide,Qantas,Feb-20,103,103,0,82,83,21,20,2020,2,-27.3842,153.1175,-34.945,138.5306,80.58252427184466
Brisbane-Cairns,Brisbane,Cairns,Qantas,Feb-20,25,25,0,24,24,1,1,2020,2,-27.3842,153.1175,-16.8858,145.7553,96.0
Brisbane-Darwin,Brisbane,Darwin,Qantas,Feb-20,29,29,0,24,24,5,5,2020,2,-27.3842,153.1175,-12.4147,130.8767,82.75862068965517
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,Feb-20,380,373,7,290,285,83,88,2020,2,-27.3842,153.1175,-37.669,144.841,76.40750670241286
Brisbane-Perth,Brisbane,Perth,Qantas,Feb-20,140,140,0,98,94,42,46,2020,2,-27.3842,153.1175,-31.9403,115.9676,67.14285714285714
Brisbane-Sydney,Brisbane,Sydney,Qantas,Feb-20,583,550,33,461,406,89,144,2020,2,-27.3842,153.1175,-33.9399,151.1753,73.81818181818181
Cairns-Brisbane,Cairns,Brisbane,Qantas,Feb-20,25,25,0,23,23,2,2,2020,2,-16.8858,145.7553,-27.3842,153.1175,92.0
Cairns-Melbourne,Cairns,Melbourne,Qantas,Feb-20,36,36,0,32,32,4,4,2020,2,-16.8858,145.7553,-37.669,144.841,88.88888888888889
Cairns-Sydney,Cairns,Sydney,Qantas,Feb-20,58,58,0,47,41,11,17,2020,2,-16.8858,145.7553,-33.9399,151.1753,70.6896551724138
Canberra-Adelaide,Canberra,Adelaide,Qantas,Feb-20,40,40,0,38,38,2,2,2020,2,-35.3069,149.195,-34.945,138.5306,95.0
Canberra-Melbourne,Canberra,Melbourne,Qantas,Feb-20,228,222,6,197,190,25,32,2020,2,-35.3069,149.195,-37.669,144.841,85.58558558558559
Darwin-Brisbane,Darwin,Brisbane,Qantas,Feb-20,29,29,0,21,18,8,11,2020,2,-12.4147,130.8767,-27.3842,153.1175,62.06896551724138
Darwin-Melbourne,Darwin,Melbourne,Qantas,Feb-20,25,25,0,22,21,3,4,2020,2,-12.4147,130.8767,-37.669,144.841,84.0
Darwin-Perth,Darwin,Perth,Qantas,Feb-20,29,29,0,24,23,5,6,2020,2,-12.4147,130.8767,-31.9403,115.9676,79.3103448275862
Darwin-Sydney,Darwin,Sydney,Qantas,Feb-20,30,30,0,18,17,12,13,2020,2,-12.4147,130.8767,-33.9399,151.1753,56.666666666666664
Gold Coast-Melbourne,Gold Coast,Melbourne,Qantas,Feb-20,31,31,0,22,25,9,6,2020,2,-28.1644,153.5051,-37.669,144.841,80.64516129032258
Gold Coast-Sydney,Gold Coast,Sydney,Qantas,Feb-20,56,56,0,42,43,14,13,2020,2,-28.1644,153.5051,-33.9399,151.1753,76.78571428571429
Melbourne-Adelaide,Melbourne,Adelaide,Qantas,Feb-20,280,277,3,220,221,57,56,2020,2,-37.669,144.841,-34.945,138.5306,79.78339350180505
Melbourne-Brisbane,Melbourne,Brisbane,Qantas,Feb-20,379,371,8,299,264,72,107,2020,2,-37.669,144.841,-27.3842,153.1175,71.15902964959568
Melbourne-Cairns,Melbourne,Cairns,Qantas,Feb-20,37,37,0,32,34,5,3,2020,2,-37.669,144.841,-16.8858,145.7553,91.8918918918919
Melbourne-Canberra,Melbourne,Canberra,Qantas,Feb-20,228,223,5,195,191,28,32,2020,2,-37.669,144.841,-35.3069,149.195,85.65022421524664
Melbourne-Darwin,Melbourne,Darwin,Qantas,Feb-20,25,25,0,24,23,1,2,2020,2,-37.669,144.841,-12.4147,130.8767,92.0
Melbourne-Gold Coast,Melbourne,Gold Coast,Qantas,Feb-20,30,30,0,29,25,1,5,2020,2,-37.669,144.841,-28.1644,153.5051,83.33333333333334
Melbourne-Perth,Melbourne,Perth,Qantas,Feb-20,187,185,2,134,133,51,52,2020,2,-37.669,144.841,-31.9403,115.9676,71.89189189189189
Melbourne-Sydney,Melbourne,Sydney,Qantas,Feb-20,1052,938,114,777,657,161,281,2020,2,-37.669,144.841,-33.9399,151.1753,70.04264392324095
Perth-Adelaide,Perth,Adelaide,Qantas,Feb-20,114,114,0,93,98,21,16,2020,2,-31.9403,115.9676,-34.945,138.5306,85.96491228070175
Perth-Brisbane,Perth,Brisbane,Qantas,Feb-20,140,140,0,109,116,31,24,2020,2,-31.9403,115.9676,-27.3842,153.1175,82.85714285714286
Perth-Darwin,Perth,Darwin,Qantas,Feb-20,29,29,0,27,26,2,3,2020,2,-31.9403,115.9676,-12.4147,130.8767,89.65517241379311
Perth-Melbourne,Perth,Melbourne,Qantas,Feb-20,188,186,2,149,152,37,34,2020,2,-31.9403,115.9676,-37.669,144.841,81.72043010752688
Perth-Sydney,Perth,Sydney,Qantas,Feb-20,193,191,2,156,152,35,39,2020,2,-31.9403,115.9676,-33.9399,151.1753,79.58115183246073
Sydney-Adelaide,Sydney,Adelaide,Qantas,Feb-20,231,224,7,162,165,62,59,2020,2,-33.9399,151.1753,-34.945,138.5306,73.66071428571429
Sydney-Brisbane,Sydney,Brisbane,Qantas,Feb-20,582,551,31,431,396,120,155,2020,2,-33.9399,151.1753,-27.3842,153.1175,71.86932849364791
Sydney-Cairns,Sydney,Cairns,Qantas,Feb-20,58,58,0,45,47,13,11,2020,2,-33.9399,151.1753,-16.8858,145.7553,81.03448275862068
Sydney-Darwin,Sydney,Darwin,Qantas,Feb-20,30,30,0,17,24,13,6,2020,2,-33.9399,151.1753,-12.4147,130.8767,80.0
Sydney-Gold Coast,Sydney,Gold Coast,Qantas,Feb-20,56,56,0,39,40,17,16,2020,2,-33.9399,151.1753,-28.1644,153.5051,71.42857142857143
Sydney-Melbourne,Sydney,Melbourne,Qantas,Feb-20,1051,936,115,699,676,237,260,2020,2,-33.9399,151.1753,-37.669,144.841,72.22222222222221
Sydney-Perth,Sydney,Perth,Qantas,Feb-20,194,192,2,133,147,59,45,2020,2,-33.9399,151.1753,-31.9403,115.9676,76.5625
Adelaide-Canberra,Adelaide,Canberra,QantasLink,Feb-20,5,4,1,4,4,0,0,2020,2,-34.945,138.5306,-35.3069,149.195,100.0
Brisbane-Cairns,Brisbane,Cairns,QantasLink,Feb-20,123,123,0,110,105,13,18,2020,2,-27.3842,153.1175,-16.8858,145.7553,85.36585365853658
Brisbane-Canberra,Brisbane,Canberra,QantasLink,Feb-20,142,141,1,111,116,30,25,2020,2,-27.3842,153.1175,-35.3069,149.195,82.26950354609929
Brisbane-Sydney,Brisbane,Sydney,QantasLink,Feb-20,6,6,0,6,4,0,2,2020,2,-27.3842,153.1175,-33.9399,151.1753,66.66666666666666
Cairns-Brisbane,Cairns,Brisbane,QantasLink,Feb-20,123,123,0,106,100,17,23,2020,2,-16.8858,145.7553,-27.3842,153.1175,81.30081300813008
Canberra-Adelaide,Canberra,Adelaide,QantasLink,Feb-20,5,4,1,3,4,1,0,2020,2,-35.3069,149.195,-34.945,138.5306,100.0
Canberra-Brisbane,Canberra,Brisbane,QantasLink,Feb-20,143,141,2,113,104,28,37,2020,2,-35.3069,149.195,-27.3842,153.1175,73.75886524822694
Canberra-Melbourne,Canberra,Melbourne,QantasLink,Feb-20,44,42,2,34,34,8,8,2020,2,-35.3069,149.195,-37.669,144.841,80.95238095238095
Canberra-Sydney,Canberra,Sydney,QantasLink,Feb-20,458,431,27,322,304,109,127,2020,2,-35.3069,149.195,-33.9399,151.1753,70.53364269141531
Gold Coast-Sydney,Gold Coast,Sydney,QantasLink,Feb-20,72,71,1,42,43,29,28,2020,2,-28.1644,153.5051,-33.9399,151.1753,60.56338028169014
Melbourne-Canberra,Melbourne,Canberra,QantasLink,Feb-20,44,39,5,33,31,6,8,2020,2,-37.669,144.841,-35.3069,149.195,79.48717948717949
Sydney-Brisbane,Sydney,Brisbane,QantasLink,Feb-20,5,5,0,4,4,1,1,2020,2,-33.9399,151.1753,-27.3842,153.1175,80.0
Sydney-Canberra,Sydney,Canberra,QantasLink,Feb-20,459,441,18,338,334,103,107,2020,2,-33.9399,151.1753,-35.3069,149.195,75.73696145124717
Sydney-Gold Coast,Sydney,Gold Coast,QantasLink,Feb-20,72,71,1,41,41,30,30,2020,2,-33.9399,151.1753,-28.1644,153.5051,57.74647887323944
Adelaide-Brisbane,Adelaide,Brisbane,Tigerair Australia,Feb-20,19,19,0,15,14,4,5,2020,2,-34.945,138.5306,-27.3842,153.1175,73.68421052631578
Adelaide-Melbourne,Adelaide,Melbourne,Tigerair Australia,Feb-20,58,57,1,39,38,18,19,2020,2,-34.945,138.5306,-37.669,144.841,66.66666666666666
Adelaide-Sydney,Adelaide,Sydney,Tigerair Australia,Feb-20,17,17,0,9,8,8,9,2020,2,-34.945,138.5306,-33.9399,151.1753,47.05882352941176
Brisbane-Adelaide,Brisbane,Adelaide,Tigerair Australia,Feb-20,19,19,0,14,15,5,4,2020,2,-27.3842,153.1175,-34.945,138.5306,78.94736842105263
Brisbane-Cairns,Brisbane,Cairns,Tigerair Australia,Feb-20,28,27,1,19,19,8,8,2020,2,-27.3842,153.1175,-16.8858,145.7553,70.37037037037037
Brisbane-Canberra,Brisbane,Canberra,Tigerair Australia,Feb-20,20,20,0,17,18,3,2,2020,2,-27.3842,153.1175,-35.3069,149.195,90.0
