"Route","Departing_Port","Arriving_Port","Airline","Month","Sectors_Scheduled","Sectors_Flown","Cancellations","Departures_On_Time","Arrivals_On_Time","Departures_Delayed","Arrivals_Delayed","Year","Month_Num"
"Sydney-Adelaide","Sydney","Adelaide","Tigerair Australia","Jan-20",30,29,1,17,18,12,11,2020,1
"Sydney-Brisbane","Sydney","Brisbane","Tigerair Australia","Jan-20",139,134,5,94,92,40,42,2020,1
"Sydney-Cairns","Sydney","Cairns","Tigerair Australia","Jan-20",31,31,0,28,26,3,5,2020,1
"Sydney-Coffs Harbour","Sydney","Coffs Harbour","Tigerair Australia","Jan-20",27,26,1,22,22,4,4,2020,1
"Sydney-Gold Coast","Sydney","Gold Coast","Tigerair Australia","Jan-20",97,96,1,63,58,33,38,2020,1
"Sydney-Melbourne","Sydney","Melbourne","Tigerair Australia","Jan-20",268,243,25,142,143,101,100,2020,1
"Sydney-Perth","Sydney","Perth","Tigerair Australia","Jan-20",28,28,0,19,20,9,8,2020,1
"Sydney-Proserpine","Sydney","Proserpine","Tigerair Australia","Jan-20",19,19,0,10,12,9,7,2020,1
"Adelaide-Brisbane","Adelaide","Brisbane","Virgin Australia","Jan-20",111,111,0,93,98,18,13,2020,1
"Adelaide-Canberra","Adelaide","Canberra","Virgin Australia","Jan-20",27,26,1,21,21,5,5,2020,1
"Adelaide-Gold Coast","Adelaide","Gold Coast","Virgin Australia","Jan-20",34,34,0,33,31,1,3,2020,1
"Adelaide-Melbourne","Adelaide","Melbourne","Virgin Australia","Jan-20",257,247,10,174,168,73,79,2020,1
"Adelaide-Perth","Adelaide","Perth","Virgin Australia","Jan-20",42,42,0,34,32,8,10,2020,1
"Adelaide-Sydney","Adelaide","Sydney","Virgin Australia","Jan-20",162,161,1,130,128,31,33,2020,1
"Albury-Sydney","Albury","Sydney","Virgin Australia","Jan-20",51,41,10,24,22,17,19,2020,1
"Ayers Rock-Sydney","Ayers Rock","Sydney","Virgin Australia","Jan-20",31,30,1,26,26,4,4,2020,1
"Ballina-Sydney","Ballina","Sydney","Virgin Australia","Jan-20",44,44,0,23,28,21,16,2020,1
"Brisbane-Adelaide","Brisbane","Adelaide","Virgin Australia","Jan-20",111,110,1,77,95,33,15,2020,1
"Brisbane-Bundaberg","Brisbane","Bundaberg","Virgin Australia","Jan-20",31,31,0,30,30,1,1,2020,1
"Brisbane-Cairns","Brisbane","Cairns","Virgin Australia","Jan-20",143,143,0,112,124,31,19,2020,1
"Brisbane-Canberra","Brisbane","Canberra","Virgin Australia","Jan-20",91,88,3,69,72,19,16,2020,1
"Brisbane-Darwin","Brisbane","Darwin","Virgin Australia","Jan-20",32,32,0,17,18,15,14,2020,1
"Brisbane-Emerald","Brisbane","Emerald","Virgin Australia","Jan-20",44,44,0,42,42,2,2,2020,1
"Brisbane-Gladstone","Brisbane","Gladstone","Virgin Australia","Jan-20",71,71,0,68,68,3,3,2020,1
"Brisbane-Hamilton Island","Brisbane","Hamilton Island","Virgin Australia","Jan-20",31,31,0,23,25,8,6,2020,1
"Brisbane-Hobart","Brisbane","Hobart","Virgin Australia","Jan-20",42,42,0,36,40,6,2,2020,1
"Brisbane-Mackay","Brisbane","Mackay","Virgin Australia","Jan-20",141,141,0,110,110,31,31,2020,1
"Brisbane-Melbourne","Brisbane","Melbourne","Virgin Australia","Jan-20",365,347,18,242,221,105,126,2020,1
"Brisbane-Mount Isa","Brisbane","Mount Isa","Virgin Australia","Jan-20",18,18,0,18,18,0,0,2020,1
"Brisbane-Newcastle","Brisbane","Newcastle","Virgin Australia","Jan-20",85,84,1,66,66,18,18,2020,1
"Brisbane-Perth","Brisbane","Perth","Virgin Australia","Jan-20",112,112,0,64,78,48,34,2020,1
"Brisbane-Proserpine","Brisbane","Proserpine","Virgin Australia","Jan-20",45,44,1,37,38,7,6,2020,1
"Brisbane-Rockhampton","Brisbane","Rockhampton","Virgin Australia","Jan-20",139,139,0,106,108,33,31,2020,1
"Brisbane-Sydney","Brisbane","Sydney","Virgin Australia","Jan-20",491,485,6,357,343,128,142,2020,1
"Brisbane-Townsville","Brisbane","Townsville","Virgin Australia","Jan-20",134,132,2,93,100,39,32,2020,1
"Broome-Perth","Broome","Perth","Virgin Australia","Jan-20",10,9,1,6,6,3,3,2020,1
"Bundaberg-Brisbane","Bundaberg","Brisbane","Virgin Australia","Jan-20",31,31,0,30,30,1,1,2020,1
"Cairns-Brisbane","Cairns","Brisbane","Virgin Australia","Jan-20",143,143,0,122,124,21,19,2020,1
"Cairns-Melbourne","Cairns","Melbourne","Virgin Australia","Jan-20",44,44,0,34,28,10,16,2020,1
"Cairns-Sydney","Cairns","Sydney","Virgin Australia","Jan-20",100,100,0,81,79,19,21,2020,1
"Canberra-Adelaide","Canberra","Adelaide","Virgin Australia","Jan-20",27,26,1,20,19,6,7,2020,1
"Canberra-Brisbane","Canberra","Brisbane","Virgin Australia","Jan-20",91,88,3,74,74,14,14,2020,1
"Canberra-Melbourne","Canberra","Melbourne","Virgin Australia","Jan-20",132,125,7,83,75,42,50,2020,1
"Canberra-Sydney","Canberra","Sydney","Virgin Australia","Jan-20",157,154,3,122,117,32,37,2020,1
"Coffs Harbour-Sydney","Coffs Harbour","Sydney","Virgin Australia","Jan-20",31,31,0,22,23,9,8,2020,1
"Darwin-Brisbane","Darwin","Brisbane","Virgin Australia","Jan-20",32,32,0,27,23,5,9,2020,1
"Darwin-Melbourne","Darwin","Melbourne","Virgin Australia","Jan-20",31,31,0,28,27,3,4,2020,1
"Darwin-Perth","Darwin","Perth","Virgin Australia","Jan-20",20,20,0,17,17,3,3,2020,1
"Darwin-Sydney","Darwin","Sydney","Virgin Australia","Jan-20",25,25,0,21,18,4,7,2020,1
"Emerald-Brisbane","Emerald","Brisbane","Virgin Australia","Jan-20",44,44,0,43,44,1,0,2020,1
"Gladstone-Brisbane","Gladstone","Brisbane","Virgin Australia","Jan-20",71,71,0,68,64,3,7,2020,1
"Gold Coast-Adelaide","Gold Coast","Adelaide","Virgin Australia","Jan-20",34,34,0,17,26,17,8,2020,1
"Gold Coast-Melbourne","Gold Coast","Melbourne","Virgin Australia","Jan-20",224,222,2,98,124,124,98,2020,1
"Gold Coast-Sydney","Gold Coast","Sydney","Virgin Australia","Jan-20",272,269,3,154,172,115,97,2020,1
"Hamilton Island-Brisbane","Hamilton Island","Brisbane","Virgin Australia","Jan-20",31,31,0,23,23,8,8,2020,1
"Hamilton Island-Sydney","Hamilton Island","Sydney","Virgin Australia","Jan-20",31,31,0,21,21,10,10,2020,1
"Hobart-Brisbane","Hobart","Brisbane","Virgin Australia","Jan-20",41,41,0,32,30,9,11,2020,1
"Hobart-Melbourne","Hobart","Melbourne","Virgin Australia","Jan-20",155,154,1,106,80,48,74,2020,1
"Hobart-Sydney","Hobart","Sydney","Virgin Australia","Jan-20",76,75,1,62,55,13,20,2020,1
"Kalgoorlie-Perth","Kalgoorlie","Perth","Virgin Australia","Jan-20",18,18,0,16,16,2,2,2020,1
"Karratha-Perth","Karratha","Perth","Virgin Australia","Jan-20",2,2,0,1,1,1,1,2020,1
"Launceston-Melbourne","Launceston","Melbourne","Virgin Australia","Jan-20",105,105,0,80,74,25,31,2020,1
"Launceston-Sydney","Launceston","Sydney","Virgin Australia","Jan-20",32,32,0,30,27,2,5,2020,1
"Mackay-Brisbane","Mackay","Brisbane","Virgin Australia","Jan-20",141,141,0,121,119,20,22,2020,1
"Melbourne-Adelaide","Melbourne","Adelaide","Virgin Australia","Jan-20",257,248,9,188,165,60,83,2020,1
"Melbourne-Brisbane","Melbourne","Brisbane","Virgin Australia","Jan-20",363,344,19,263,230,81,114,2020,1
"Melbourne-Cairns","Melbourne","Cairns","Virgin Australia","Jan-20",44,44,0,40,38,4,6,2020,1
"Melbourne-Canberra","Melbourne","Canberra","Virgin Australia","Jan-20",132,126,6,74,73,52,53,2020,1
"Melbourne-Darwin","Melbourne","Darwin","Virgin Australia","Jan-20",31,31,0,16,18,15,13,2020,1
"Melbourne-Gold Coast","Melbourne","Gold Coast","Virgin Australia","Jan-20",223,221,2,169,138,52,83,2020,1
"Melbourne-Hobart","Melbourne","Hobart","Virgin Australia","Jan-20",155,154,1,117,112,37,42,2020,1
"Melbourne-Launceston","Melbourne","Launceston","Virgin Australia","Jan-20",106,106,0,73,73,33,33,2020,1
"Melbourne-Mildura","Melbourne","Mildura","Virgin Australia","Jan-20",31,31,0,29,22,2,9,2020,1
"Melbourne-Newcastle","Melbourne","Newcastle","Virgin Australia","Jan-20",31,31,0,25,18,6,13,2020,1
"Melbourne-Perth","Melbourne","Perth","Virgin Australia","Jan-20",155,155,0,112,106,43,49,2020,1
"Melbourne-Sunshine Coast","Melbourne","Sunshine Coast","Virgin Australia","Jan-20",85,85,0,69,59,16,26,2020,1
"Melbourne-Sydney","Melbourne","Sydney","Virgin Australia","Jan-20",694,659,35,519,443,140,216,2020,1
"Mildura-Melbourne","Mildura","Melbourne","Virgin Australia","Jan-20",31,31,0,22,20,9,11,2020,1
"Mount Isa-Brisbane","Mount Isa","Brisbane","Virgin Australia","Jan-20",15,15,0,13,10,2,5,2020,1
"Newcastle-Brisbane","Newcastle","Brisbane","Virgin Australia","Jan-20",84,83,1,66,64,17,19,2020,1
"Newcastle-Melbourne","Newcastle","Melbourne","Virgin Australia","Jan-20",31,31,0,17,16,14,15,2020,1
"Newman-Perth","Newman","Perth","Virgin Australia","Jan-20",11,11,0,11,11,0,0,2020,1
"Perth-Adelaide","Perth","Adelaide","Virgin Australia","Jan-20",43,43,0,40,40,3,3,2020,1
"Perth-Brisbane","Perth","Brisbane","Virgin Australia","Jan-20",112,112,0,91,91,21,21,2020,1
"Perth-Broome","Perth","Broome","Virgin Australia","Jan-20",10,9,1,7,7,2,2,2020,1
"Perth-Darwin","Perth","Darwin","Virgin Australia","Jan-20",20,20,0,17,17,3,3,2020,1
"Perth-Kalgoorlie","Perth","Kalgoorlie","Virgin Australia","Jan-20",18,18,0,18,18,0,0,2020,1
"Perth-Karratha","Perth","Karratha","Virgin Australia","Jan-20",2,2,0,2,2,0,0,2020,1
"Perth-Melbourne","Perth","Melbourne","Virgin Australia","Jan-20",157,157,0,132,129,25,28,2020,1
"Perth-Newman","Perth","Newman","Virgin Australia","Jan-20",11,11,0,10,11,1,0,2020,1
"Perth-Port Hedland","Perth","Port Hedland","Virgin Australia","Jan-20",7,7,0,7,7,0,0,2020,1
"Perth-Sydney","Perth","Sydney","Virgin Australia","Jan-20",126,126,0,110,111,16,15,2020,1
"Port Hedland-Perth","Port Hedland","Perth","Virgin Australia","Jan-20",7,7,0,7,7,0,0,2020,1
"Port Macquarie-Sydney","Port Macquarie","Sydney","Virgin Australia","Jan-20",49,49,0,21,24,28,25,2020,1
"Proserpine-Brisbane","Proserpine","Brisbane","Virgin Australia","Jan-20",45,44,1,37,39,7,5,2020,1
"Rockhampton-Brisbane","Rockhampton","Brisbane","Virgin Australia","Jan-20",139,139,0,113,114,26,25,2020,1
"Sunshine Coast-Melbourne","Sunshine Coast","Melbourne","Virgin Australia","Jan-20",85,85,0,44,48,41,37,2020,1
"Sunshine Coast-Sydney","Sunshine Coast","Sydney","Virgin Australia","Jan-20",63,63,0,41,38,22,25,2020,1
"Sydney-Adelaide","Sydney","Adelaide","Virgin Australia","Jan-20",162,161,1,123,127,38,34,2020,1
"Sydney-Albury","Sydney","Albury","Virgin Australia","Jan-20",51,41,10,25,23,16,18,2020,1
"Sydney-Ayers Rock","Sydney","Ayers Rock","Virgin Australia","Jan-20",31,30,1,27,26,3,4,2020,1
"Sydney-Ballina","Sydney","Ballina","Virgin Australia","Jan-20",44,44,0,34,33,10,11,2020,1
"Sydney-Brisbane","Sydney","Brisbane","Virgin Australia","Jan-20",491,485,6,331,338,154,147,2020,1
"Sydney-Cairns","Sydney","Cairns","Virgin Australia","Jan-20",100,100,0,65,77,35,23,2020,1
"Sydney-Canberra","Sydney","Canberra","Virgin Australia","Jan-20",157,150,7,115,116,35,34,2020,1
"Sydney-Coffs Harbour","Sydney","Coffs Harbour","Virgin Australia","Jan-20",31,31,0,22,23,9,8,2020,1
"Sydney-Darwin","Sydney","Darwin","Virgin Australia","Jan-20",25,25,0,20,22,5,3,2020,1
"Sydney-Gold Coast","Sydney","Gold Coast","Virgin Australia","Jan-20",271,268,3,194,182,74,86,2020,1
"Sydney-Hamilton Island","Sydney","Hamilton Island","Virgin Australia","Jan-20",31,31,0,23,25,8,6,2020,1
"Sydney-Hobart","Sydney","Hobart","Virgin Australia","Jan-20",77,76,1,62,64,14,12,2020,1
"Sydney-Launceston","Sydney","Launceston","Virgin Australia","Jan-20",32,32,0,20,22,12,10,2020,1
"Sydney-Melbourne","Sydney","Melbourne","Virgin Australia","Jan-20",694,661,33,476,432,185,229,2020,1
"Sydney-Perth","Sydney","Perth","Virgin Australia","Jan-20",126,126,0,84,102,42,24,2020,1
"Sydney-Port Macquarie","Sydney","Port Macquarie","Virgin Australia","Jan-20",49,49,0,33,34,16,15,2020,1
"Sydney-Sunshine Coast","Sydney","Sunshine Coast","Virgin Australia","Jan-20",64,64,0,47,46,17,18,2020,1
"Sydney-Tamworth","Sydney","Tamworth","Virgin Australia","Jan-20",51,51,0,37,38,14,13,2020,1
"Sydney-Townsville","Sydney","Townsville","Virgin Australia","Jan-20",22,22,0,17,16,5,6,2020,1
"Tamworth-Sydney","Tamworth","Sydney","Virgin Australia","Jan-20",50,49,1,36,34,13,15,2020,1
"Townsville-Brisbane","Townsville","Brisbane","Virgin Australia","Jan-20",133,132,1,121,120,11,12,2020,1
"Townsville-Sydney","Townsville","Sydney","Virgin Australia","Jan-20",22,22,0,13,16,9,6,2020,1
"Adelaide-Alice Springs","Adelaide","Alice Springs","Virgin Australia Regional Airlines","Jan-20",16,16,0,13,13,3,3,2020,1
"Adelaide-Melbourne","Adelaide","Melbourne","Virgin Australia Regional Airlines","Jan-20",6,5,1,3,3,2,2,2020,1
"Adelaide-Perth","Adelaide","Perth","Virgin Australia Regional Airlines","Jan-20",31,30,1,18,17,12,13,2020,1
"Alice Springs-Adelaide","Alice Springs","Adelaide","Virgin Australia Regional Airlines","Jan-20",16,16,0,13,13,3,3,2020,1
"Alice Springs-Darwin","Alice Springs","Darwin","Virgin Australia Regional Airlines","Jan-20",10,10,0,8,8,2,2,2020,1
"Broome-Perth","Broome","Perth","Virgin Australia Regional Airlines","Jan-20",49,46,3,37,36,9,10,2020,1
"Darwin-Alice Springs","Darwin","Alice Springs","Virgin Australia Regional Airlines","Jan-20",10,10,0,9,9,1,1,2020,1
"Darwin-Perth","Darwin","Perth","Virgin Australia Regional Airlines","Jan-20",11,11,0,9,11,2,0,2020,1
"Kalgoorlie-Perth","Kalgoorlie","Perth","Virgin Australia Regional Airlines","Jan-20",64,63,1,54,53,9,10,2020,1
"Karratha-Perth","Karratha","Perth","Virgin Australia Regional Airlines","Jan-20",67,67,0,56,51,11,16,2020,1
"Melbourne-Adelaide","Melbourne","Adelaide","Virgin Australia Regional Airlines","Jan-20",6,5,1,3,2,2,3,2020,1
"Newman-Perth","Newman","Perth","Virgin Australia Regional Airlines","Jan-20",30,27,3,23,21,4,6,2020,1
"Perth-Adelaide","Perth","Adelaide","Virgin Australia Regional Airlines","Jan-20",30,30,0,28,18,2,12,2020,1
"Perth-Broome","Perth","Broome","Virgin Australia Regional Airlines","Jan-20",48,46,2,38,38,8,8,2020,1
"Perth-Darwin","Perth","Darwin","Virgin Australia Regional Airlines","Jan-20",11,11,0,11,11,0,0,2020,1
"Perth-Kalgoorlie","Perth","Kalgoorlie","Virgin Australia Regional Airlines","Jan-20",64,64,0,57,55,7,9,2020,1
"Perth-Karratha","Perth","Karratha","Virgin Australia Regional Airlines","Jan-20",67,67,0,61,60,6,7,2020,1
"Perth-Newman","Perth","Newman","Virgin Australia Regional Airlines","Jan-20",30,27,3,25,24,2,3,2020,1
"Perth-Port Hedland","Perth","Port Hedland","Virgin Australia Regional Airlines","Jan-20",47,47,0,44,44,3,3,2020,1
"Port Hedland-Perth","Port Hedland","Perth","Virgin Australia Regional Airlines","Jan-20",47,46,1,40,42,6,4,2020,1
"Adelaide-Alice Springs","Adelaide","Alice Springs","All Airlines","Jan-20",47,47,0,40,41,7,6,2020,1
"Adelaide-Brisbane","Adelaide","Brisbane","All Airlines","Jan-20",278,272,6,231,235,41,37,2020,1
"Adelaide-Canberra","Adelaide","Canberra","All Airlines","Jan-20",62,60,2,53,54,7,6,2020,1
"Adelaide-Gold Coast","Adelaide","Gold Coast","All Airlines","Jan-20",65,64,1,48,45,16,19,2020,1
"Adelaide-Melbourne","Adelaide","Melbourne","All Airlines","Jan-20",711,673,38,471,465,202,208,2020,1
"Adelaide-Perth","Adelaide","Perth","All Airlines","Jan-20",201,199,2,152,156,47,43,2020,1
"Adelaide-Port Lincoln","Adelaide","Port Lincoln","All Airlines","Jan-20",279,279,0,261,260,18,19,2020,1
"Adelaide-Sydney","Adelaide","Sydney","All Airlines","Jan-20",540,529,11,422,414,107,115,2020,1
"Albury-Sydney","Albury","Sydney","All Airlines","Jan-20",178,151,27,108,100,43,51,2020,1
"Alice Springs-Adelaide","Alice Springs","Adelaide","All Airlines","Jan-20",48,48,0,38,40,10,8,2020,1
"Alice Springs-Darwin","Alice Springs","Darwin","All Airlines","Jan-20",45,44,1,42,42,2,2,2020,1
"Armidale-Sydney","Armidale","Sydney","All Airlines","Jan-20",143,141,2,96,94,45,47,2020,1
"Ayers Rock-Sydney","Ayers Rock","Sydney","All Airlines","Jan-20",58,57,1,41,40,16,17,2020,1
"Ballina-Sydney","Ballina","Sydney","All Airlines","Jan-20",155,155,0,94,105,61,50,2020,1
"Brisbane-Adelaide","Brisbane","Adelaide","All Airlines","Jan-20",278,272,6,205,234,67,38,2020,1
"Brisbane-Bundaberg","Brisbane","Bundaberg","All Airlines","Jan-20",136,136,0,126,129,10,7,2020,1
"Brisbane-Cairns","Brisbane","Cairns","All Airlines","Jan-20",433,431,2,340,369,91,62,2020,1
"Brisbane-Canberra","Brisbane","Canberra","All Airlines","Jan-20",275,263,12,208,213,55,50,2020,1
"Brisbane-Darwin","Brisbane","Darwin","All Airlines","Jan-20",106,106,0,81,83,25,23,2020,1
"Brisbane-Emerald","Brisbane","Emerald","All Airlines","Jan-20",162,161,1,147,147,14,14,2020,1
"Brisbane-Gladstone","Brisbane","Gladstone","All Airlines","Jan-20",201,201,0,178,177,23,24,2020,1
"Brisbane-Hamilton Island","Brisbane","Hamilton Island","All Airlines","Jan-20",63,62,1,49,52,13,10,2020,1
"Brisbane-Hobart","Brisbane","Hobart","All Airlines","Jan-20",85,85,0,75,78,10,7,2020,1
"Brisbane-Mackay","Brisbane","Mackay","All Airlines","Jan-20",302,297,5,238,237,59,60,2020,1
"Brisbane-Melbourne","Brisbane","Melbourne","All Airlines","Jan-20",1060,1018,42,707,684,311,334,2020,1
"Brisbane-Mount Isa","Brisbane","Mount Isa","All Airlines","Jan-20",69,69,0,56,61,13,8,2020,1
"Brisbane-Newcastle","Brisbane","Newcastle","All Airlines","Jan-20",245,239,6,189,186,50,53,2020,1
"Brisbane-Perth","Brisbane","Perth","All Airlines","Jan-20",257,256,1,160,189,96,67,2020,1
"Brisbane-Proserpine","Brisbane","Proserpine","All Airlines","Jan-20",88,87,1,69,74,18,13,2020,1
"Brisbane-Rockhampton","Brisbane","Rockhampton","All Airlines","Jan-20",307,307,0,247,250,60,57,2020,1
"Brisbane-Sydney","Brisbane","Sydney","All Airlines","Jan-20",1290,1260,30,952,908,308,352,2020,1
"Brisbane-Townsville","Brisbane","Townsville","All Airlines","Jan-20",339,335,4,258,270,77,65,2020,1
"Broome-Perth","Broome","Perth","All Airlines","Jan-20",146,138,8,109,112,29,26,2020,1
"Bundaberg-Brisbane","Bundaberg","Brisbane","All Airlines","Jan-20",135,135,0,125,129,10,6,2020,1
"Cairns-Brisbane","Cairns","Brisbane","All Airlines","Jan-20",433,430,3,358,356,72,74,2020,1
"Cairns-Melbourne","Cairns","Melbourne","All Airlines","Jan-20",182,182,0,124,121,58,61,2020,1
"Cairns-Sydney","Cairns","Sydney","All Airlines","Jan-20",293,292,1,230,223,62,69,2020,1
"Cairns-Townsville","Cairns","Townsville","All Airlines","Jan-20",149,148,1,133,133,15,15,2020,1
"Canberra-Adelaide","Canberra","Adelaide","All Airlines","Jan-20",62,59,3,49,49,10,10,2020,1
"Canberra-Brisbane","Canberra","Brisbane","All Airlines","Jan-20",276,262,14,215,213,47,49,2020,1
"Canberra-Melbourne","Canberra","Melbourne","All Airlines","Jan-20",372,348,24,249,237,99,111,2020,1
"Canberra-Sydney","Canberra","Sydney","All Airlines","Jan-20",478,446,32,330,314,116,132,2020,1
"Coffs Harbour-Sydney","Coffs Harbour","Sydney","All Airlines","Jan-20",187,186,1,135,132,51,54,2020,1
"Darwin-Alice Springs","Darwin","Alice Springs","All Airlines","Jan-20",45,44,1,40,36,4,8,2020,1
"Darwin-Brisbane","Darwin","Brisbane","All Airlines","Jan-20",106,106,0,89,82,17,24,2020,1
"Darwin-Melbourne","Darwin","Melbourne","All Airlines","Jan-20",83,83,0,68,61,15,22,2020,1
"Darwin-Perth","Darwin","Perth","All Airlines","Jan-20",62,62,0,56,58,6,4,2020,1
"Darwin-Sydney","Darwin","Sydney","All Airlines","Jan-20",83,81,2,68,58,13,23,2020,1
"Dubbo-Sydney","Dubbo","Sydney","All Airlines","Jan-20",181,178,3,130,127,48,51,2020,1
"Emerald-Brisbane","Emerald","Brisbane","All Airlines","Jan-20",163,162,1,147,146,15,16,2020,1
"Gladstone-Brisbane","Gladstone","Brisbane","All Airlines","Jan-20",200,200,0,173,170,27,30,2020,1
"Gold Coast-Adelaide","Gold Coast","Adelaide","All Airlines","Jan-20",65,64,1,34,47,30,17,2020,1
"Gold Coast-Melbourne","Gold Coast","Melbourne","All Airlines","Jan-20",535,526,9,245,298,281,228,2020,1
"Gold Coast-Sydney","Gold Coast","Sydney","All Airlines","Jan-20",855,839,16,483,544,356,295,2020,1
"Hamilton Island-Brisbane","Hamilton Island","Brisbane","All Airlines","Jan-20",62,61,1,45,45,16,16,2020,1
"Hamilton Island-Sydney","Hamilton Island","Sydney","All Airlines","Jan-20",93,92,1,65,69,27,23,2020,1
"Hobart-Brisbane","Hobart","Brisbane","All Airlines","Jan-20",84,84,0,67,65,17,19,2020,1
"Hobart-Melbourne","Hobart","Melbourne","All Airlines","Jan-20",541,537,4,350,301,187,236,2020,1
"Hobart-Sydney","Hobart","Sydney","All Airlines","Jan-20",271,268,3,191,175,77,93,2020,1
"Kalgoorlie-Perth","Kalgoorlie","Perth","All Airlines","Jan-20",155,154,1,136,135,18,19,2020,1
"Karratha-Perth","Karratha","Perth","All Airlines","Jan-20",257,253,4,228,226,25,27,2020,1
"Launceston-Melbourne","Launceston","Melbourne","All Airlines","Jan-20",404,396,8,260,250,136,146,2020,1
"Launceston-Sydney","Launceston","Sydney","All Airlines","Jan-20",94,93,1,67,62,26,31,2020,1
"Mackay-Brisbane","Mackay","Brisbane","All Airlines","Jan-20",297,291,6,241,234,50,57,2020,1
"Melbourne-Adelaide","Melbourne","Adelaide","All Airlines","Jan-20",710,676,34,501,457,175,219,2020,1
"Melbourne-Brisbane","Melbourne","Brisbane","All Airlines","Jan-20",1058,1013,45,747,679,266,334,2020,1
"Melbourne-Cairns","Melbourne","Cairns","All Airlines","Jan-20",184,184,0,136,134,48,50,2020,1
"Melbourne-Canberra","Melbourne","Canberra","All Airlines","Jan-20",371,346,25,241,230,105,116,2020,1
"Melbourne-Darwin","Melbourne","Darwin","All Airlines","Jan-20",83,83,0,57,63,26,20,2020,1
"Melbourne-Gold Coast","Melbourne","Gold Coast","All Airlines","Jan-20",533,527,6,374,323,153,204,2020,1
"Melbourne-Hobart","Melbourne","Hobart","All Airlines","Jan-20",538,537,1,403,387,134,150,2020,1
"Melbourne-Launceston","Melbourne","Launceston","All Airlines","Jan-20",405,394,11,279,275,115,119,2020,1
"Melbourne-Mildura","Melbourne","Mildura","All Airlines","Jan-20",158,149,9,98,86,51,63,2020,1
"Melbourne-Newcastle","Melbourne","Newcastle","All Airlines","Jan-20",130,128,2,76,68,52,60,2020,1
"Melbourne-Perth","Melbourne","Perth","All Airlines","Jan-20",481,471,10,325,327,146,144,2020,1
"Melbourne-Sunshine Coast","Melbourne","Sunshine Coast","All Airlines","Jan-20",140,140,0,116,103,24,37,2020,1
"Melbourne-Sydney","Melbourne","Sydney","All Airlines","Jan-20",2337,2185,152,1638,1402,547,783,2020,1
"Mildura-Melbourne","Mildura","Melbourne","All Airlines","Jan-20",158,149,9,86,81,63,68,2020,1
"Mount Isa-Brisbane","Mount Isa","Brisbane","All Airlines","Jan-20",67,67,0,54,52,13,15,2020,1
"Newcastle-Brisbane","Newcastle","Brisbane","All Airlines","Jan-20",244,236,8,192,187,44,49,2020,1
"Newcastle-Melbourne","Newcastle","Melbourne","All Airlines","Jan-20",129,127,2,77,78,50,49,2020,1
"Newman-Perth","Newman","Perth","All Airlines","Jan-20",186,169,17,142,146,27,23,2020,1
"Perth-Adelaide","Perth","Adelaide","All Airlines","Jan-20",202,201,1,164,161,37,40,2020,1
"Perth-Brisbane","Perth","Brisbane","All Airlines","Jan-20",258,257,1,212,210,45,47,2020,1
"Perth-Broome","Perth","Broome","All Airlines","Jan-20",145,138,7,112,112,26,26,2020,1
